function,beta,etaL,init,T,iterate_type,kappa_exp,R2,f_at_k10,f_at_k100,f_at_k1000,f_at_k10000
f1_quad2d,0.9,0.5,zero_mom,100,pr,1.7455,0.9189,4.876546870136897e-06,0.0008893205465321229,0.2784481582438411,0.4728017756618816
f1_quad2d,0.9,0.5,zero_mom,100,suffix,1.7755,0.8886,9.143672929286066e-06,4.570595729109883e-05,0.2030968928399264,0.46098489573668683
f1_quad2d,0.9,0.5,zero_mom,100,best,2.0251,0.9021,1.7119443188284979e-06,2.1138722269274462e-05,0.19595540971380962,0.4586401418473002
f1_quad2d,0.9,0.5,zero_mom,1000,last,17.2059,0.8451,9.622725675236674e-46,9.178665412856605e-45,1.486409207901282e-05,0.18473535591691145
f1_quad2d,0.9,0.5,zero_mom,1000,cesaro,1.7449,0.9883,2.195606591210986e-06,0.0002015966051930087,0.019774319566932475,0.3119607972129044
f1_quad2d,0.9,0.5,zero_mom,1000,pr,3.0740,0.9777,4.512386963024641e-10,9.6837236534285e-08,0.00271706848212882,0.26196791304730105
f1_quad2d,0.9,0.5,zero_mom,1000,suffix,17.8037,0.8453,2.82691659603365e-47,4.682871888039081e-46,1.744508376639773e-05,0.1875445503386473
f1_quad2d,0.9,0.5,zero_mom,1000,best,17.7316,0.8321,9.514864941253467e-47,5.254167648637183e-47,1.486409207901282e-05,0.18473535591691145
f1_quad2d,0.9,0.5,zero_mom,10000,last,,,0.0,0.0,1.068209427846613e-46,2.1835103820816233e-05
f1_quad2d,0.9,0.5,zero_mom,10000,cesaro,1.9855,1.0000,2.1995600659912003e-08,2.01959606059192e-06,0.00020015996600519922,0.019735911194730168
f1_quad2d,0.9,0.5,zero_mom,10000,pr,3.6904,0.9850,4.536797331762847e-14,9.736109068747719e-12,2.91673577452463e-07,0.0029233030358014954
f1_quad2d,0.9,0.5,zero_mom,10000,suffix,,,0.0,0.0,1.8405460130927243e-46,2.2953412907631953e-05
f1_quad2d,0.9,0.5,zero_mom,10000,best,,,0.0,0.0,1.068209427846613e-46,2.1835103820816233e-05
f1_quad2d,0.9,1.0,zero_mom,100,last,1.6127,0.9375,1.6102186257080762e-05,9.459936830245222e-05,0.06885483460360525,0.42529580635263375
f1_quad2d,0.9,1.0,zero_mom,100,cesaro,1.3417,0.9260,5.5505093052053636e-05,0.005010470193760695,0.22213734577346012,0.4653508582990107
f1_quad2d,0.9,1.0,zero_mom,100,pr,2.1546,0.8844,9.148356222896038e-07,5.005443493777396e-06,0.15270223789011803,0.4452721712140756
f1_quad2d,0.9,1.0,zero_mom,100,suffix,1.7294,0.9259,8.49559958931985e-06,4.806736538226427e-05,0.07569786410002241,0.4247893485639306
f1_quad2d,0.9,1.0,zero_mom,100,best,1.6127,0.9375,1.6102186257080762e-05,9.459936830245222e-05,0.06885483460360525,0.42529580635263375
f1_quad2d,0.9,1.0,zero_mom,1000,last,16.5791,0.8806,8.821178111117952e-46,8.864475967185359e-45,1.2169606952900263e-10,0.0676057061239289
f1_quad2d,0.9,1.0,zero_mom,1000,cesaro,1.8693,0.9977,5.489016478027465e-07,5.0399151298252176e-05,0.004994866621482888,0.20189388571553823
f1_quad2d,0.9,1.0,zero_mom,1000,pr,3.2643,0.9172,1.4298224603821336e-10,3.5627769792561396e-10,0.00016457693033032522,0.14060803189564888
f1_quad2d,0.9,1.0,zero_mom,1000,suffix,17.1451,0.8766,4.0286832002518305e-47,3.1473119439180794e-46,1.719505582166342e-10,0.06969053330147353
f1_quad2d,0.9,1.0,zero_mom,1000,best,17.2136,0.8738,2.956699182313832e-47,1.0647990091634097e-46,1.2169606952900263e-10,0.0676057061239289
f1_quad2d,0.9,1.0,zero_mom,10000,last,,,0.0,0.0,4.1334728374850824e-98,8.649165975391309e-10
f1_quad2d,0.9,1.0,zero_mom,10000,cesaro,1.9872,1.0000,5.498900164978001e-09,5.0489901514798e-07,5.0039991501299805e-05,0.004999088425452071
f1_quad2d,0.9,1.0,zero_mom,10000,pr,3.6069,0.9190,1.437557278733063e-14,3.582050304107991e-14,1.6552224933052277e-08,0.00019611915325588113
f1_quad2d,0.9,1.0,zero_mom,10000,suffix,,,0.0,0.0,1.3875116639266503e-97,9.566535097686239e-10
f1_quad2d,0.9,1.0,zero_mom,10000,best,,,0.0,0.0,4.1334728374850824e-98,8.649165975391309e-10
f1_quad2d,0.9,1.5,zero_mom,100,last,1.6428,0.9653,9.013778517142882e-06,6.272994268392821e-05,0.02149862720746891,0.38553613642787876
f1_quad2d,0.9,1.5,zero_mom,100,cesaro,1.4620,0.9444,2.439695316797759e-05,0.0021708870650609686,0.15111083571643444,0.4430524246107861
f1_quad2d,0.9,1.5,zero_mom,100,pr,2.1513,0.9265,5.821100006537618e-07,9.541114090905484e-06,0.08257268572108922,0.4202799761333389
f1_quad2d,0.9,1.5,zero_mom,100,suffix,1.8001,0.9055,5.322884296687462e-06,9.303540874760795e-06,0.024669699618439872,0.38489435628602897
f1_quad2d,0.9,1.5,zero_mom,100,best,1.6527,0.9580,9.013778517142882e-06,5.004300927499882e-05,0.02149862720746891,0.38553613642787876
f1_quad2d,0.9,1.5,zero_mom,1000,last,16.1783,0.9054,1.4300835490449397e-46,1.1885504415841767e-45,1.4349772091063966e-16,0.024498984812576955
f1_quad2d,0.9,1.5,zero_mom,1000,cesaro,1.9231,0.9994,2.439562879123318e-07,2.2399622799223187e-05,0.0022200021583508086,0.1356490500045677
f1_quad2d,0.9,1.5,zero_mom,1000,pr,3.1889,0.9461,6.841076868349342e-11,5.515712964082049e-10,2.9383517047672265e-05,0.07748179344414717
f1_quad2d,0.9,1.5,zero_mom,1000,suffix,16.4620,0.9034,3.434472325229744e-47,2.535114981293241e-46,2.5366903450948675e-16,0.025648297190295453
f1_quad2d,0.9,1.5,zero_mom,1000,best,16.3056,0.8985,9.658371808271401e-47,2.057697814681714e-46,1.4349772091063966e-16,0.024498984812576955
f1_quad2d,0.9,1.5,zero_mom,10000,last,,,0.0,0.0,3.3726347814836923e-158,3.0986180325350984e-14
f1_quad2d,0.9,1.5,zero_mom,10000,cesaro,1.9872,1.0000,2.4439556288791112e-09,2.2439956228799112e-07,2.2239996222799914e-05,0.00222199893285381
f1_quad2d,0.9,1.5,zero_mom,10000,pr,3.3968,0.9420,6.878084600685064e-15,5.54555096078105e-14,2.954248621307341e-09,3.842334237301937e-05
f1_quad2d,0.9,1.5,zero_mom,10000,suffix,,,0.0,0.0,2.646183685629193e-157,3.6094834837206026e-14
f1_quad2d,0.9,1.5,zero_mom,10000,best,,,0.0,0.0,3.3726347814836923e-158,3.0986180325350984e-14
f1_quad2d,0.9,2.0,zero_mom,100,last,1.1180,0.9963,0.0002573351010929716,0.0025416367568264087,0.03054730848504574,0.5986248392286586
f1_quad2d,0.9,2.0,zero_mom,100,cesaro,1.5369,0.9568,1.4026848287690037e-05,0.001245341089225922,0.10493317260130779,0.42456901241910033
f1_quad2d,0.9,2.0,zero_mom,100,pr,2.2571,0.9464,2.2498194729035312e-07,6.459864454695061e-06,0.044005819779252824,0.3962695243431615
f1_quad2d,0.9,2.0,zero_mom,100,suffix,1.7718,0.9756,2.829475292947448e-06,2.4835611867221114e-05,0.006721445968758811,0.35218872755155256
f1_quad2d,0.9,2.0,zero_mom,100,best,1.4185,0.9885,2.223170676977725e-05,0.0002299261657149208,0.007708310065559779,0.36877845869743076
f1_quad2d,0.9,2.0,zero_mom,1000,last,14.8611,0.9022,1.73223434515054e-45,1.741675566332071e-44,5.449479156847428e-24,0.00878852942447538
f1_quad2d,0.9,2.0,zero_mom,1000,cesaro,1.9510,0.9998,1.3722541195068661e-07,1.2599787824563044e-05,0.0012487512487451928,0.0944626698083985
f1_quad2d,0.9,2.0,zero_mom,1000,pr,3.1125,0.9627,3.9890264361551264e-11,8.350302033634739e-10,8.355160829105591e-06,0.043913952088584826
f1_quad2d,0.9,2.0,zero_mom,1000,suffix,15.8066,0.9112,7.687921217189168e-48,1.9918649212001314e-46,1.2911019051875384e-23,0.009346160389752656
f1_quad2d,0.9,2.0,zero_mom,1000,best,15.6296,0.9040,2.241642276516289e-47,1.6605837537207128e-46,5.449479156847428e-24,0.00878852942447538
f1_quad2d,0.9,2.0,zero_mom,10000,last,,,0.0,0.0,8.061776193365663e-234,1.0009541829726928e-18
f1_quad2d,0.9,2.0,zero_mom,10000,cesaro,1.9872,1.0000,1.3747250412445002e-09,1.26224753786995e-07,1.2509997875324951e-05,0.0012498750090342908
f1_quad2d,0.9,2.0,zero_mom,10000,pr,3.2433,0.9576,4.010605615204019e-15,8.395474124013217e-14,8.400359204829589e-10,1.2046820028237996e-05
f1_quad2d,0.9,2.0,zero_mom,10000,suffix,,,0.0,0.0,2.0283500772402592e-232,1.2291593951693932e-18
f1_quad2d,0.9,2.0,zero_mom,10000,best,,,0.0,0.0,8.061776193365663e-234,1.0009541829726928e-18
f1_quad2d,0.9,2.5,zero_mom,100,last,1.5805,0.9662,4.934718508631543e-06,5.887230946358036e-05,0.0013883590096574073,0.31913140120254596
f1_quad2d,0.9,2.5,zero_mom,100,cesaro,1.5916,0.9662,9.122135543196245e-06,0.0008025130093810367,0.07448630409387322,0.40693348627864373
f1_quad2d,0.9,2.5,zero_mom,100,pr,2.3140,0.9649,1.1411404854352179e-07,5.890776287990601e-06,0.023158527915814797,0.37374987300596607
f1_quad2d,0.9,2.5,zero_mom,100,suffix,2.0366,0.9704,3.719665308641527e-07,3.68726384644038e-06,0.0013213497710573327,0.3218470230243452
f1_quad2d,0.9,2.5,zero_mom,100,best,1.6127,0.9524,4.934718508631543e-06,2.8035603548817364e-05,0.0013883590096574073,0.31913140120254596
f1_quad2d,0.9,2.5,zero_mom,1000,last,13.6701,0.7836,9.303366223964764e-46,9.30633099828321e-45,1.239862575331542e-35,0.0031199897120526635
f1_quad2d,0.9,2.5,zero_mom,1000,cesaro,1.9663,1.0000,8.782426364843944e-08,8.063864207720348e-06,0.0007992007992007989,0.06803032300047893
f1_quad2d,0.9,2.5,zero_mom,1000,pr,3.0549,0.9665,2.607939548191021e-11,8.207549029164223e-10,3.05707467440567e-06,0.025632739197883392
f1_quad2d,0.9,2.5,zero_mom,1000,suffix,14.3506,0.8083,2.8715948478632755e-47,2.4263056772103167e-46,4.8126032931131735e-35,0.003371056147750012
f1_quad2d,0.9,2.5,zero_mom,1000,best,14.3688,0.7911,3.7703791520758395e-47,1.4418152703952193e-47,1.239862575331542e-35,0.0031199897120526635
f1_quad2d,0.9,2.5,zero_mom,10000,last,,,0.0,0.0,0.0,2.9061763765119124e-23
f1_quad2d,0.9,2.5,zero_mom,10000,cesaro,1.9872,1.0000,8.7982402639648e-10,8.07838424236768e-08,8.006398640207969e-06,0.0007999200079873161
f1_quad2d,0.9,2.5,zero_mom,10000,pr,3.1383,0.9623,2.62204755057201e-15,8.251948877820933e-14,3.073612334113041e-10,4.889258064468408e-06
f1_quad2d,0.9,2.5,zero_mom,10000,suffix,,,0.0,0.0,0.0,3.7658778343537645e-23
f1_quad2d,0.9,2.5,zero_mom,10000,best,,,0.0,0.0,0.0,2.9061763765119124e-23
f1_quad2d,0.9,2.9,zero_mom,100,last,1.0545,0.9980,0.0005425059226670481,0.005339292042810788,0.05343380608791341,0.82437138914192
f1_quad2d,0.9,2.9,zero_mom,100,cesaro,1.6346,0.9719,6.466931703611591e-06,0.0005853646610839582,0.05763135076344214,0.3936098342881129
f1_quad2d,0.9,2.9,zero_mom,100,pr,2.1855,0.9754,2.192489422818535e-07,8.261876007403531e-06,0.013750404960759811,0.3566305481915013
f1_quad2d,0.9,2.9,zero_mom,100,suffix,1.4369,0.9494,1.0886142513542685e-05,0.00012359463971129146,0.001254692678458709,0.3096710804077521
f1_quad2d,0.9,2.9,zero_mom,100,best,1.3422,0.8098,3.734770301272904e-05,1.963413074851176e-05,0.0008065832627748475,0.32226968396049815
f1_quad2d,0.9,2.9,zero_mom,1000,last,12.5772,0.6390,3.470082458553019e-45,3.4776264858584124e-44,3.4774052885991905e-43,0.0013520270660492637
f1_quad2d,0.9,2.9,zero_mom,1000,cesaro,1.9737,1.0000,6.526773457821005e-08,5.992764720362923e-06,0.0005939363846617114,0.053504332209205356
f1_quad2d,0.9,2.9,zero_mom,1000,pr,3.0129,0.9666,1.9608623303663933e-11,7.475961554558419e-10,1.5352426871970822e-06,0.01702892979368265
f1_quad2d,0.9,2.9,zero_mom,1000,suffix,13.1988,0.6428,3.90519971089045e-47,4.3324852794923364e-46,7.754242726257674e-45,0.0014797249437812062
f1_quad2d,0.9,2.9,zero_mom,1000,best,12.9398,0.6274,1.9302019418200747e-46,7.552383383994776e-46,5.49998520030988e-45,0.0013520270660492637
f1_quad2d,0.9,2.9,zero_mom,10000,last,,,0.0,0.0,0.0,6.299460346933364e-27
f1_quad2d,0.9,2.9,zero_mom,10000,cesaro,1.9872,1.0000,6.538525760972653e-10,6.003555471438526e-08,5.950058442485113e-06,0.0005944708739588478
f1_quad2d,0.9,2.9,zero_mom,10000,pr,3.0713,0.9633,1.9714698808538225e-15,7.516403781635748e-14,1.5435477905501854e-10,2.6804407496016633e-06
f1_quad2d,0.9,2.9,zero_mom,10000,suffix,,,0.0,0.0,0.0,8.528031293211679e-27
f1_quad2d,0.9,2.9,zero_mom,10000,best,,,0.0,0.0,0.0,6.299460346933364e-27
f1_quad2d,0.95,0.5,zero_mom,100,last,0.9500,0.9973,0.004909435386497719,0.031145306184667588,0.3529046569113381,3.2091690219015083
f1_quad2d,0.95,0.5,zero_mom,100,cesaro,1.4175,0.9153,3.3173518211942564e-05,0.004623826190351985,0.24885861332962897,0.46649029141512677
f1_quad2d,0.95,0.5,zero_mom,100,pr,1.4252,0.9328,5.956995922785496e-05,0.0005458445470358855,0.17918754547773186,0.4861758643924598
f1_quad2d,0.95,0.5,zero_mom,100,suffix,0.8524,0.9601,0.0019067099804330257,0.004375394946548059,0.08920722701886942,0.4845138275335479
f1_quad2d,0.95,0.5,zero_mom,100,best,0.9667,0.9288,0.0013381591229391526,0.0022340821741292233,0.1087687361349884,0.6114198168873091
f1_quad2d,0.95,0.5,zero_mom,1000,last,6.9997,0.9078,2.77535337963956e-22,2.6364178579413976e-21,1.810994895879665e-12,0.06762684991146722
f1_quad2d,0.95,0.5,zero_mom,1000,cesaro,1.8708,0.9977,5.489016477761502e-07,5.0399151297926034e-05,0.0049949911378342135,0.20426997204479
f1_quad2d,0.95,0.5,zero_mom,1000,pr,2.8782,0.9704,7.151418454384661e-10,1.6813321312096853e-08,0.00013043798316422786,0.14182351613472816
f1_quad2d,0.95,0.5,zero_mom,1000,suffix,7.8934,0.9248,1.4551135915303263e-24,3.54045893908741e-23,2.765127905786055e-12,0.0697346523638901
f1_quad2d,0.95,0.5,zero_mom,1000,best,7.5453,0.9007,1.6992830237399393e-23,4.0188611970321805e-23,1.810994895879665e-12,0.06762684991146722
f1_quad2d,0.95,0.5,zero_mom,10000,last,74.1796,0.8906,8.108062501110494e-223,7.52967857808027e-222,6.867100300307618e-119,7.147116453703208e-10
f1_quad2d,0.95,0.5,zero_mom,10000,cesaro,1.9872,1.0000,5.498900164978012e-09,5.048990151479812e-07,5.003999150129991e-05,0.004999129764871613
f1_quad2d,0.95,0.5,zero_mom,10000,pr,3.2171,0.9591,7.190105002198745e-14,1.6904275237099035e-12,1.3114843808627803e-08,0.00019219729940842385
f1_quad2d,0.95,0.5,zero_mom,10000,suffix,74.8639,0.8921,2.3771588915728406e-224,2.607522426625593e-223,3.0771535981177607e-118,7.913625211301949e-10
f1_quad2d,0.95,0.5,zero_mom,10000,best,74.8582,0.8898,2.5023513934815053e-224,4.1933627991116205e-224,6.867100300307618e-119,7.147116453703208e-10
f1_quad2d,0.95,1.0,zero_mom,100,last,0.9954,1.0000,0.039828465518594536,0.38475367838159014,3.8198795801397187,38.533645470927105
f1_quad2d,0.95,1.0,zero_mom,100,cesaro,1.4699,0.9573,2.5456357181801665e-05,0.0012714353954881897,0.12442446693386323,0.4383379480108655
f1_quad2d,0.95,1.0,zero_mom,100,pr,1.8301,0.9695,2.506348867082698e-06,0.00011500608571292102,0.052218542109563094,0.41096683900463954
f1_quad2d,0.95,1.0,zero_mom,100,suffix,0.8815,0.9490,0.0008469363933955161,0.004509223607432832,0.015747553000532016,0.48424801264443906
f1_quad2d,0.95,1.0,zero_mom,100,best,0.7789,0.9650,0.0018744435218331398,0.00598502782011726,0.030076059946673176,0.4319185284331916
f1_quad2d,0.95,1.0,zero_mom,1000,last,5.9268,0.6831,3.1720756047954197e-22,2.950445961500722e-21,2.932716846488255e-20,0.008411673699785096
f1_quad2d,0.95,1.0,zero_mom,1000,cesaro,1.9526,0.9999,1.372254119579838e-07,1.2599787824514077e-05,0.0012487512487331807,0.09567682784484348
f1_quad2d,0.95,1.0,zero_mom,1000,pr,2.7785,0.9684,1.8794997897001388e-10,9.919902757951256e-09,4.778064948243332e-06,0.04380737992214776
f1_quad2d,0.95,1.0,zero_mom,1000,suffix,6.6515,0.6812,1.3893432318960667e-24,1.6299838751805642e-23,1.9920777312643544e-22,0.008957674217674436
f1_quad2d,0.95,1.0,zero_mom,1000,best,6.1982,0.6303,1.823967310515226e-23,1.1059857774736033e-22,1.0821765320196553e-22,0.008411673699785096
f1_quad2d,0.95,1.0,zero_mom,10000,last,61.2043,0.6078,8.819014926926064e-223,8.623318644823066e-222,8.548584099108662e-221,4.2439734717805995e-19
f1_quad2d,0.95,1.0,zero_mom,10000,cesaro,1.9872,1.0000,1.374725041244503e-09,1.262247537869953e-07,1.2509997875324978e-05,0.0012498750102918764
f1_quad2d,0.95,1.0,zero_mom,10000,pr,2.9043,0.9592,1.8896672039981875e-14,9.973565813828446e-13,4.803912540409503e-10,1.1561113179398708e-05
f1_quad2d,0.95,1.0,zero_mom,10000,suffix,61.7382,0.6073,1.859862742501954e-224,1.2408808989475488e-223,1.340524586683489e-222,5.235750851585749e-19
f1_quad2d,0.95,1.0,zero_mom,10000,best,61.7478,0.6051,7.523695993988471e-225,9.193739291285193e-224,1.5408204470078154e-223,4.2439734717805995e-19
f1_quad2d,0.95,1.5,zero_mom,100,last,1.0001,1.0000,0.029894196198096353,0.2990531758317255,2.9711410530866234,29.991673624100482
f1_quad2d,0.95,1.5,zero_mom,100,cesaro,1.5610,0.9739,1.3468358601945892e-05,0.0004253727645894554,0.06308421223216884,0.40631473182241584
f1_quad2d,0.95,1.5,zero_mom,100,pr,1.7246,0.9983,2.7668546792480114e-06,0.0001550741426149993,0.01136355328542917,0.37060735814929036
f1_quad2d,0.95,1.5,zero_mom,100,suffix,0.9073,0.9577,0.0011124257645888534,0.0032018108624512556,0.02793414972112889,0.5713514690647334
f1_quad2d,0.95,1.5,zero_mom,100,best,0.7564,0.8546,0.0022183318162686387,0.002514732716210049,0.014569013157706248,0.41023525515927184
f1_quad2d,0.95,1.5,zero_mom,1000,last,5.6110,0.6895,4.0563107159061987e-22,4.05455934602909e-21,4.0539333717199395e-20,0.0009511034752346491
f1_quad2d,0.95,1.5,zero_mom,1000,cesaro,1.9763,1.0000,6.098907197373923e-08,5.599905700014467e-06,0.0005550005550006073,0.05101521702457967
f1_quad2d,0.95,1.5,zero_mom,1000,pr,2.6659,0.9431,8.491559933603843e-11,5.501183280843322e-09,4.5460905004797543e-07,0.015011129983650243
f1_quad2d,0.95,1.5,zero_mom,1000,suffix,6.4542,0.6909,6.001199062605327e-25,1.9986871115360338e-23,1.3087443118219731e-22,0.0010477818195684598
f1_quad2d,0.95,1.5,zero_mom,1000,best,6.0537,0.6235,1.3194067075624838e-23,5.7214105446263875e-24,5.254708367921749e-23,0.0009511034752346491
f1_quad2d,0.95,1.5,zero_mom,10000,last,58.3557,0.6081,6.026866045782224e-223,5.4197713117567405e-222,5.424814510807649e-221,9.242108752248914e-29
f1_quad2d,0.95,1.5,zero_mom,10000,cesaro,1.9872,1.0000,6.109889072197791e-10,5.6099890571997906e-08,5.55999905569999e-06,0.0005555000055549869
f1_quad2d,0.95,1.5,zero_mom,10000,pr,2.7147,0.9386,8.537496145422214e-15,5.530942690605351e-13,4.5706831933712146e-11,2.194360441060101e-06
f1_quad2d,0.95,1.5,zero_mom,10000,suffix,58.8406,0.6075,1.8039413591764513e-224,1.7460718885753283e-223,1.2466742631228311e-222,1.2795026178553996e-28
f1_quad2d,0.95,1.5,zero_mom,10000,best,58.5190,0.5999,1.2683367082113668e-223,3.0362587004026127e-224,1.2146508077994942e-223,9.242108752248914e-29
f1_quad2d,0.95,2.0,zero_mom,100,last,1.0002,1.0000,0.056857930110596346,0.5669112031096912,5.672765350980272,56.937008609933024
f1_quad2d,0.95,2.0,zero_mom,100,cesaro,1.5774,0.9877,8.780921817921838e-06,0.00045315115202192565,0.033435026914662984,0.3791452392389287
f1_quad2d,0.95,2.0,zero_mom,100,pr,1.4797,0.9610,1.1210312642987841e-05,9.232813702999984e-05,0.002010799704216572,0.3434076200799328
f1_quad2d,0.95,2.0,zero_mom,100,suffix,0.9818,0.9983,0.0011956019730232116,0.009893055862193858,0.08734986009634817,1.0836043297944284
f1_quad2d,0.95,2.0,zero_mom,100,best,0.9808,0.9588,0.00022858042045007998,0.004257450698795768,0.010394423088558655,0.31560691673399294
f1_quad2d,0.95,2.0,zero_mom,1000,last,5.5872,0.6843,4.844065339601598e-23,3.867644749643629e-22,3.6599741842638826e-21,9.634688486572776e-05
f1_quad2d,0.95,2.0,zero_mom,1000,cesaro,1.9839,1.0000,3.430635298578688e-08,3.149946956220931e-06,0.00031218781218323273,0.030405422966187274
f1_quad2d,0.95,2.0,zero_mom,1000,pr,2.5355,0.8953,4.8156380559004505e-11,3.42752159421698e-09,4.517840486346187e-08,0.0057657088430571974
f1_quad2d,0.95,2.0,zero_mom,1000,suffix,6.0140,0.6194,5.694142386925554e-25,9.726265081376863e-24,1.8614522200389185e-24,0.00011002091910239346
f1_quad2d,0.95,2.0,zero_mom,1000,best,5.6384,0.6436,4.5055809871834045e-23,1.9452527613287414e-23,4.818624459514011e-22,9.634688486572776e-05
f1_quad2d,0.95,2.0,zero_mom,10000,last,55.1762,0.6087,1.6289701220768836e-222,1.5790018832511553e-221,1.5709547626948171e-220,6.307256079234732e-39
f1_quad2d,0.95,2.0,zero_mom,10000,cesaro,1.9872,1.0000,3.4368126031112576e-10,3.155618844674882e-08,3.1274994688312446e-06,0.0003124687531246881
f1_quad2d,0.95,2.0,zero_mom,10000,pr,2.5537,0.8935,4.841688888439278e-15,3.446063242150132e-13,4.5422803693525e-12,6.666128956582129e-07
f1_quad2d,0.95,2.0,zero_mom,10000,suffix,55.8413,0.6090,1.5955111518857397e-224,1.7572987392251075e-223,1.9166010880847712e-222,9.880097373488858e-39
f1_quad2d,0.95,2.0,zero_mom,10000,best,55.4580,0.6049,1.4633360167081358e-223,4.096253215545306e-223,1.9447926491732007e-222,6.307256079234732e-39
f1_quad2d,0.95,2.5,zero_mom,100,last,0.9912,1.0000,0.008819612904666794,0.08422465865304744,0.8146932884600669,8.334217884855347
f1_quad2d,0.95,2.5,zero_mom,100,cesaro,1.6090,0.9940,6.881290263063331e-06,0.00021009250302117917,0.01901540173578372,0.3539081811942539
f1_quad2d,0.95,2.5,zero_mom,100,pr,1.4224,0.9340,1.144610348950092e-05,0.00011330781635857597,0.000949521162834841,0.3106229765509641
f1_quad2d,0.95,2.5,zero_mom,100,suffix,1.5303,0.9124,2.232727073035328e-06,0.0017556951955809866,0.003682558870721127,0.2200582782971992
f1_quad2d,0.95,2.5,zero_mom,100,best,0.8059,0.8924,0.0022575394527916243,0.0023908195703708822,0.029867356379296196,0.47250989099272217
f1_quad2d,0.95,2.5,zero_mom,1000,last,5.0954,0.6964,1.9135554077844025e-22,1.710393122493977e-21,1.706361470785224e-20,8.582114684860731e-06
f1_quad2d,0.95,2.5,zero_mom,1000,cesaro,1.9862,1.0000,2.1956065911639293e-08,2.0159660519926396e-06,0.00019980019979692017,0.019815458162289138
f1_quad2d,0.95,2.5,zero_mom,1000,pr,2.3379,0.7525,3.097089487421196e-11,2.3268279832196827e-09,1.0816881139958265e-09,0.0024817854979111878
f1_quad2d,0.95,2.5,zero_mom,1000,suffix,5.9100,0.6741,4.118451612482256e-25,2.8092397491240148e-24,2.3392994570049388e-23,1.0182219069891759e-05
f1_quad2d,0.95,2.5,zero_mom,1000,best,5.4612,0.6798,1.0608293947044488e-23,7.548725777530482e-23,5.839392017112041e-22,8.582114684860731e-06
f1_quad2d,0.95,2.5,zero_mom,10000,last,51.9879,0.6092,1.2076280439294655e-222,1.1621105443470375e-221,1.1598290076967986e-220,1.1008498199729787e-49
f1_quad2d,0.95,2.5,zero_mom,10000,cesaro,1.9872,1.0000,2.199560065991205e-10,2.0195960605919247e-08,2.0015996600519965e-06,0.00019998000199980038
f1_quad2d,0.95,2.5,zero_mom,10000,pr,2.3442,0.7521,3.1138436089975643e-15,2.33941527868073e-13,1.0875396548139639e-13,2.6193109548084686e-07
f1_quad2d,0.95,2.5,zero_mom,10000,suffix,52.7650,0.6093,5.709162153150366e-225,5.692378451995774e-224,6.180164881494364e-223,1.9702059961713466e-49
